,Date,High,Low,Close,HighPredict,LowPredict,ClosePredict,HighMAPE,LowMAPE,CloseMAPE,TotalMAPE
255,2022-10-27,33.540000915527344,32.66999816894531,33.11000061035156,32.51137976719968,32.199964277606426,32.19958944084546,0.030668488975844534,0.01438732530403629,0.027496561544051213,0.024184125274644013
